"abundance","AverageShortestPathLength","BetweennessCentrality","class","ClosenessCentrality","ClusteringCoefficient","degree","Eccentricity","family","genus","IsSingleNode","kingdom","Label","name","negdegree","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","order","oriID","PartnerOfMultiEdgedNodePairs","phylum","pi","posdegree","Radiality","samplecount","selected","SelfLoops","shared name","species","Stress","superkingdom","TopologicalCoefficient","unknowndegree"
"0.02306500891295665","4.212962962962963","0.3514393677166263","Spirotrichea","0.23736263736263738","0.5333333333333333","6","9","NA","NA","false","Alveolata","Spirotrichea","Spirotrichea","0","9.166666666666666","0","6","NA","Spirotrichea","0","Ciliophora","2","6","0.8714814814814815","46","false","0","Spirotrichea","NA","72782","SAR","0.3273809523809524","0"
"0.9980864215009386","5.055555555555555","0.03340849769920363","Thecofilosea","0.19780219780219782","0.6900584795321637","19","13","NA","NA","false","Rhizaria","Thecofilosea","Thecofilosea","0","17.0","0","19","NA","Thecofilosea","0","Cercozoa","0","19","0.8377777777777777","52","false","0","Thecofilosea","NA","12486","SAR","0.4473684210526316","0"
"0.4052638130515655","5.657407407407407","0.005261022403843354","Imbricatea","0.176759410801964","0.7867647058823529","17","14","NA","NA","false","Rhizaria","Imbricatea","Imbricatea","0","17.705882352941178","0","17","NA","Imbricatea","0","Cercozoa","0","17","0.8137037037037037","52","false","0","Imbricatea","NA","4750","SAR","0.4785373608903021","0"
"0.004479051716249974","7.037037037037037","0.0","Peronosporomycetes","0.14210526315789473","0.0","1","12","Halodaphnea family incertae sedis","Halodaphnea","false","Stramenopiles","Halodaphnea","Halodaphnea","1","2.0","0","1","Halodaphnea order incertae sedis","Halodaphnea","0","Peronosporomycetes phylum incertae sedis","3","0","0.7585185185185185","23","false","0","Halodaphnea","NA","0","SAR","0.0","0"
"0.025335239367495772","6.046296296296297","0.01851851851851852","Bacillariophyceae","0.16539050535987748","0.0","2","11","Rhaphoneis family incertae sedis","Rhaphoneis","false","Stramenopiles","Rhaphoneis","Rhaphoneis","2","4.5","0","2","Rhaphoneis order incertae sedis","Rhaphoneis","0","Diatomea","0","0","0.798148148148148","33","false","0","Rhaphoneis","NA","2308","SAR","0.5","0"
"0.1639617061584431","5.787037037037037","0.24749048113534097","Macrodasyida class incertae sedis","0.17279999999999998","0.0","8","11","NA","NA","false","Metazoa (Animalia)","Macrodasyida","Macrodasyida","8","2.375","0","8","Macrodasyida","Macrodasyida","0","Gastrotricha","0","0","0.8085185185185185","34","false","0","Macrodasyida","NA","34360","Opisthokonta","0.1375","0"
"0.002240718203582226","6.7592592592592595","0.01851851851851852","Labyrinthulomycetes","0.14794520547945206","0.0","2","12","Thraustochytriaceae","Labyrinthuloides","false","Stramenopiles","Labyrinthuloides-haliotidis","Labyrinthuloides-haliotidis","2","4.5","0","2","Thraustochytriaceae order incertae sedis","Labyrinthuloides-haliotidis","0","Labyrinthulomycetes phylum incertae sedis","0","0","0.7696296296296297","19","false","0","Labyrinthuloides-haliotidis","Labyrinthuloides haliotidis","2308","SAR","0.5","0"
"2.215622587211334","6.722222222222222","0.0","NA","0.1487603305785124","1.0","2","15","NA","NA","false","Stramenopiles","Stramenopiles","Stramenopiles","0","7.5","0","2","NA","Stramenopiles","0","NA","1","2","0.7711111111111112","52","false","0","Stramenopiles","NA","0","SAR","0.6818181818181818","0"
"0.09093813454947594","5.62037037037037","0.009772217554852958","NA","0.17792421746293247","0.672514619883041","19","14","NA","NA","false","Apusozoa kingdom incertae sedis","Apusozoa","Apusozoa","0","16.473684210526315","0","19","NA","Apusozoa","0","Apusozoa","0","19","0.8151851851851852","51","false","0","Apusozoa","NA","5010","Apusozoa superkingdom incertae sedis","0.43351800554016623","0"
"0.12282560162867763","5.583333333333333","0.05225859493824395","Labyrinthulomycetes","0.17910447761194032","0.5367965367965368","22","14","NA","NA","false","Stramenopiles","PW19","PW19","0","14.863636363636363","0","22","PW19","PW19","0","Labyrinthulomycetes phylum incertae sedis","1","22","0.8166666666666668","51","false","0","PW19","NA","14850","SAR","0.37995337995337997","0"
"0.4551861033238793","5.333333333333333","0.008125649013499494","Thecofilosea","0.1875","0.6666666666666666","4","13","NA","NA","false","Rhizaria","BOLA322","BOLA322","0","12.75","0","4","BOLA322","BOLA322","0","Cercozoa","0","4","0.8266666666666667","52","false","0","BOLA322","NA","1528","SAR","0.4722222222222222","0"
"0.060056224054250186","5.87962962962963","0.006858740350320103","Labyrinthulomycetes","0.1700787401574803","0.5","5","14","Thraustochytriaceae","Thraustochytrium","false","Stramenopiles","Thraustochytrium","Thraustochytrium","0","11.8","0","5","Thraustochytriaceae order incertae sedis","Thraustochytrium","0","Labyrinthulomycetes phylum incertae sedis","1","5","0.8048148148148148","52","false","0","Thraustochytrium","NA","1646","SAR","0.42142857142857143","0"
"0.05012818886811605","5.101851851851852","0.046137783309862845","Vampyrellidae class incertae sedis","0.19600725952813067","0.5333333333333333","15","13","NA","NA","false","Rhizaria","Vampyrellidae-order-incertae-sedis","Vampyrellidae-order-incertae-sedis","0","15.0","0","15","Vampyrellidae order incertae sedis","Vampyrellidae-order-incertae-sedis","0","Cercozoa","1","15","0.835925925925926","51","false","0","Vampyrellidae-order-incertae-sedis","NA","7498","SAR","0.4036036036036036","0"
"0.7529258982617361","6.555555555555555","0.01851851851851852","Spirotrichea","0.15254237288135594","0.0","2","15","NA","NA","false","Alveolata","Oligotrichia","Oligotrichia","0","11.5","0","2","Oligotrichia","Oligotrichia","0","Ciliophora","0","2","0.7777777777777777","52","false","0","Oligotrichia","NA","4768","SAR","0.5","0"
"0.352322468138458","7.546296296296297","0.0","Imbricatea","0.13251533742331287","0.0","1","16","Peregriniidae","NA","false","Rhizaria","Peregriniidae","Peregriniidae","0","2.0","0","1","Thaumatomonadida","Peregriniidae","0","Cercozoa","0","1","0.7381481481481481","52","false","0","Peregriniidae","NA","0","SAR","0.0","0"
"0.012178568289830894","5.268518518518518","0.0","Novel Clade Gran-3","0.1898066783831283","0.0","1","9","NA","NA","false","Rhizaria","Novel-Clade-Gran-3","Novel-Clade-Gran-3","0","16.0","0","1","NA","Novel-Clade-Gran-3","0","Cercozoa","0","1","0.8292592592592593","41","false","0","Novel-Clade-Gran-3","NA","0","SAR","0.0","0"
"1.5048655755022118","5.898148148148148","0.0","NA","0.1695447409733124","1.0","5","14","NA","NA","false","Rhizaria","Cercozoa","Cercozoa","0","19.0","0","5","NA","Cercozoa","0","Cercozoa","1","5","0.804074074074074","52","false","0","Cercozoa","NA","0","SAR","0.7037037037037037","0"
"0.004514648256990017","5.907407407407407","1.3932365477581967E-4","ME-Euk-FW10","0.16927899686520376","0.8","5","14","NA","NA","false","Stramenopiles","ME-Euk-FW10","ME-Euk-FW10","0","18.0","0","5","NA","ME-Euk-FW10","0","Diatomea","2","5","0.8037037037037037","40","false","0","ME-Euk-FW10","NA","14","SAR","0.6666666666666666","0"
"0.022253916863015682","5.185185185185185","5.047882773739472E-4","Dermocystida class incertae sedis","0.19285714285714287","0.6666666666666666","4","9","Rhinosporideacae","NA","false","Mesomycetozoea","Rhinosporideacae","Rhinosporideacae","0","9.0","0","4","Dermocystida","Rhinosporideacae","0","Dermocystida phylum incertae sedis","0","4","0.8325925925925927","42","false","0","Rhinosporideacae","NA","16","Opisthokonta","0.45","0"
"0.007835433272459943","4.87962962962963","0.002823929848851967","Bacillariophyceae","0.2049335863377609","0.6","5","9","Navicula family incertae sedis","NA","false","Stramenopiles","Navicula-family-incertae-sedis","Navicula-family-incertae-sedis","0","9.4","0","5","Navicula order incertae sedis","Navicula-family-incertae-sedis","0","Diatomea","1","5","0.8448148148148148","30","false","0","Navicula-family-incertae-sedis","NA","106","SAR","0.40869565217391307","0"
"0.23048207027652556","5.75","0.013125748122531271","Dinophyceae","0.17391304347826086","0.3888888888888889","9","14","Suessiaceae","NA","false","Alveolata","Suessiaceae","Suessiaceae","0","12.777777777777779","0","9","Gymnodiniphycidae","Suessiaceae","0","Dinoflagellata","0","9","0.81","52","false","0","Suessiaceae","NA","716","SAR","0.36507936507936506","0"
"0.016484482902907785","5.222222222222222","0.041155141906868836","Bolidomonas class incertae sedis","0.19148936170212766","0.4666666666666667","6","13","Bolidomonas family incertae sedis","NA","false","Stramenopiles","Bolidomonas-family-incertae-sedis","Bolidomonas-family-incertae-sedis","0","11.166666666666666","0","6","Bolidomonas order incertae sedis","Bolidomonas-family-incertae-sedis","0","Bolidomonas phylum incertae sedis","0","6","0.8311111111111111","45","false","0","Bolidomonas-family-incertae-sedis","NA","2564","SAR","0.3383838383838384","0"
"0.3276393965969412","5.074074074074074","0.042012628617943984","Labyrinthulomycetes","0.1970802919708029","0.7058823529411765","17","13","NA","NA","false","Stramenopiles","TAGIRI-15","TAGIRI-15","0","17.176470588235293","0","17","TAGIRI-15","TAGIRI-15","0","Labyrinthulomycetes phylum incertae sedis","1","17","0.8370370370370369","52","false","0","TAGIRI-15","NA","6906","SAR","0.4520123839009288","0"
"1.1433846256213238","5.805555555555555","5.52176564637624E-4","Chytridiomycetes","0.1722488038277512","0.7","5","14","NA","NA","false","Fungi","Chytridiomycetes","Chytridiomycetes","0","16.4","0","5","NA","Chytridiomycetes","0","Chytridiomycota","5","5","0.8077777777777777","52","false","0","Chytridiomycetes","NA","54","Opisthokonta","0.5125","0"
"0.06004190122510194","5.657407407407407","0.004267984669837859","Apusomonas class incertae sedis","0.176759410801964","0.6797385620915033","18","14","Apusomonas family incertae sedis","Apusomonas","false","Apusozoa kingdom incertae sedis","Apusomonas-proboscidea","Apusomonas-proboscidea","0","16.77777777777778","0","18","Apusomonas order incertae sedis","Apusomonas-proboscidea","0","Apusozoa","0","18","0.8137037037037037","50","false","0","Apusomonas-proboscidea","Apusomonas proboscidea","340","Apusozoa superkingdom incertae sedis","0.4660493827160494","0"
"0.06886845526888287","7.916666666666667","0.0","Rhabdocoela class incertae sedis","0.12631578947368421","0.0","1","13","NA","NA","false","Metazoa (Animalia)","Rhabdocoela","Rhabdocoela","1","3.0","0","1","Rhabdocoela","Rhabdocoela","0","Platyhelminthes","0","0","0.7233333333333333","31","false","0","Rhabdocoela","NA","0","Opisthokonta","0.0","0"
"0.007825476822235344","6.925925925925926","0.03686396677050883","Imbricatea","0.1443850267379679","0.0","3","12","Pseudopirsonia family incertae sedis","NA","false","Rhizaria","Pseudopirsonia-family-incertae-sedis","Pseudopirsonia-family-incertae-sedis","3","1.6666666666666667","0","3","Marimonadida","Pseudopirsonia-family-incertae-sedis","0","Cercozoa","0","0","0.7629629629629631","28","false","0","Pseudopirsonia-family-incertae-sedis","NA","4610","SAR","0.3333333333333333","0"
"0.01811734277955021","5.962962962962963","3.46140533056421E-5","LKM11","0.16770186335403728","0.8333333333333334","4","14","NA","NA","false","Cryptomycota Holomycota kingdom incertae sedis","LKM11","LKM11","0","16.0","0","4","NA","LKM11","0","Cryptomycota","0","4","0.8014814814814816","39","false","0","LKM11","NA","2","Opisthokonta","0.6666666666666666","0"
"0.006914956062046555","5.324074074074074","0.0","NA","0.18782608695652173","0.0","1","9","NA","NA","false","Mesomycetozoa","Mesomycetozoa","Mesomycetozoa","0","12.0","0","1","NA","Mesomycetozoa","0","NA","0","1","0.8270370370370369","20","false","0","Mesomycetozoa","NA","0","Opisthokonta","0.0","0"
"0.042632441272505095","4.268518518518518","0.49844236760124616","Oligohymenophorea","0.23427331887201738","0.3333333333333333","4","10","NA","NA","false","Alveolata","Scuticociliatia","Scuticociliatia","0","4.75","0","4","Scuticociliatia","Scuticociliatia","0","Ciliophora","1","4","0.8692592592592593","48","false","0","Scuticociliatia","NA","100232","SAR","0.3392857142857143","0"
"0.8651477527417942","4.398148148148148","0.49359640013845624","NA","0.22736842105263158","0.3333333333333333","4","11","NA","NA","false","Fungi","Fungi","Fungi","0","6.75","0","4","NA","Fungi","0","NA","1","4","0.864074074074074","52","false","0","Fungi","NA","100548","Opisthokonta","0.421875","0"
"0.03845939844016505","5.657407407407407","0.0034399375261948374","Cercozoa_07.05.2004","0.176759410801964","0.7132352941176471","17","14","NA","NA","false","Rhizaria","Cercozoa-07.05.2004","Cercozoa-07.05.2004","0","17.0","0","17","NA","Cercozoa-07.05.2004","0","Cercozoa","2","17","0.8137037037037037","51","false","0","Cercozoa-07.05.2004","NA","272","SAR","0.4594594594594595","0"
"0.11394360446304971","5.064814814814815","0.029494306739917077","Imbricatea","0.19744058500914077","0.7076023391812866","19","13","NA","NA","false","Rhizaria","p15D09","p15D09","0","17.05263157894737","0","19","p15D09","p15D09","0","Cercozoa","0","19","0.8374074074074074","51","false","0","p15D09","NA","11648","SAR","0.46088193456614507","0"
"0.1681099997286248","5.62962962962963","0.00519705575343059","Syndiniales","0.17763157894736842","0.6535947712418301","18","14","NA","NA","false","Alveolata","Syndiniales-Group-II","Syndiniales-Group-II","0","16.833333333333332","0","18","Syndiniales Group II","Syndiniales-Group-II","0","Syndiniales class incertae sedis","0","18","0.8148148148148148","52","false","0","Syndiniales-Group-II","NA","422","SAR","0.44298245614035087","0"
"0.42961853173917847","5.75","0.001825497565104927","Imbricatea","0.17391304347826086","0.7222222222222222","9","14","NAMAKO-15","NA","false","Rhizaria","NAMAKO-15","NAMAKO-15","0","16.0","0","9","Marimonadida","NAMAKO-15","0","Cercozoa","0","9","0.81","52","false","0","NAMAKO-15","NA","172","SAR","0.45714285714285713","0"
"1.26720683481459","5.7407407407407405","0.0390757069515016","Chromadorea","0.17419354838709677","0.5303030303030303","12","14","NA","NA","false","Metazoa (Animalia)","Araeolaimida","Araeolaimida","0","15.083333333333334","0","12","Araeolaimida","Araeolaimida","0","Nematoda","0","12","0.8103703703703704","50","false","0","Araeolaimida","NA","6528","Opisthokonta","0.430952380952381","0"
"0.16948983401632342","6.046296296296297","0.007961232260297681","Peronosporomycetes","0.16539050535987748","0.0","2","11","Halodaphnea family incertae sedis","NA","false","Stramenopiles","Halodaphnea-family-incertae-sedis","Halodaphnea-family-incertae-sedis","2","5.0","0","2","Halodaphnea order incertae sedis","Halodaphnea-family-incertae-sedis","0","Peronosporomycetes phylum incertae sedis","1","0","0.798148148148148","29","false","0","Halodaphnea-family-incertae-sedis","NA","2276","SAR","0.5714285714285714","0"
"0.004812781422298759","5.074074074074074","0.42739702319141576","Thaliacea","0.1970802919708029","0.0","8","10","NA","NA","false","Metazoa (Animalia)","Salpida","Salpida","8","3.125","0","8","Salpida","Salpida","0","Chordata","3","0","0.8370370370370369","19","false","0","Salpida","NA","70276","Opisthokonta","0.14166666666666666","0"
"0.03429358892785723","5.2592592592592595","0.0","Oligohymenophorea","0.19014084507042253","1.0","2","10","Homalogastra family incertae sedis","Homalogastra","false","Alveolata","Homalogastra","Homalogastra","0","5.5","0","2","Scuticociliatia","Homalogastra","0","Ciliophora","0","2","0.8296296296296296","40","false","0","Homalogastra","NA","0","SAR","0.6875","0"
"0.15624170983655564","4.287037037037037","0.16922666435906317","Bacillariophyceae","0.23326133909287255","0.19047619047619047","7","9","Navicula family incertae sedis","Navicula","false","Stramenopiles","Navicula","Navicula","0","4.857142857142857","0","7","Navicula order incertae sedis","Navicula","0","Diatomea","1","7","0.8685185185185185","50","false","0","Navicula","NA","27424","SAR","0.22857142857142856","0"
"0.4195154223616672","4.592592592592593","0.2713062697991409","Imbricatea","0.21774193548387097","0.5818181818181818","11","12","NA","NA","false","Rhizaria","Marimonadida","Marimonadida","0","15.090909090909092","0","11","Marimonadida","Marimonadida","0","Cercozoa","1","11","0.8562962962962963","52","false","0","Marimonadida","NA","52940","SAR","0.40786240786240785","0"
"1.3962940472447212","4.62037037037037","0.21109041766995074","CCW10","0.21643286573146292","0.6444444444444445","10","12","NA","NA","false","Rhizaria","CCW10","CCW10","0","15.4","0","10","NA","CCW10","0","Cercozoa","1","10","0.8551851851851852","52","false","0","CCW10","NA","47564","SAR","0.44","0"
"2.1499641166561982","5.083333333333333","0.02320124645801984","Imbricatea","0.19672131147540986","0.7352941176470589","17","13","NA","NA","false","Rhizaria","Thaumatomonadida","Thaumatomonadida","0","17.470588235294116","0","17","Thaumatomonadida","Thaumatomonadida","0","Cercozoa","0","17","0.8366666666666667","51","false","0","Thaumatomonadida","NA","10080","SAR","0.47217806041335453","0"
"0.1905225718886831","5.62037037037037","0.006691414067934117","Imbricatea","0.17792421746293247","0.6368421052631579","20","14","Pseudopirsonia family incertae sedis","Pseudopirsonia","false","Rhizaria","Pseudopirsonia","Pseudopirsonia","0","16.05","0","20","Marimonadida","Pseudopirsonia","0","Cercozoa","1","20","0.8151851851851852","51","false","0","Pseudopirsonia","NA","524","SAR","0.42236842105263156","0"
"0.008287674551177916","5.712962962962963","8.895874406168324E-4","Novel Apicomplexa Class 1","0.17504051863857376","0.8545454545454545","11","14","NA","NA","false","Alveolata","Novel-Apicomplexa-Class-1","Novel-Apicomplexa-Class-1","0","19.181818181818183","0","11","NA","Novel-Apicomplexa-Class-1","0","Apicomplexa","0","11","0.8114814814814815","43","false","0","Novel-Apicomplexa-Class-1","NA","86","SAR","0.5328282828282829","0"
"0.21783544620085543","5.0092592592592595","0.06943461023152848","Amastigomonas class incertae sedis","0.19963031423290203","0.549407114624506","23","13","Amastigomonas family incertae sedis","Amastigomonas","false","Apusozoa kingdom incertae sedis","Amastigomonas-mutabilis","Amastigomonas-mutabilis","0","15.0","0","23","Amastigomonas order incertae sedis","Amastigomonas-mutabilis","0","Apusozoa","1","23","0.8396296296296296","51","false","0","Amastigomonas-mutabilis","Amastigomonas mutabilis","17428","Apusozoa superkingdom incertae sedis","0.38461538461538464","0"
"0.004559731238915337","5.25","0.024475020191531114","Amastigomonas class incertae sedis","0.19047619047619047","0.3333333333333333","3","9","Amastigomonas family incertae sedis","Amastigomonas","false","Apusozoa kingdom incertae sedis","Amastigomonas-bermudensis","Amastigomonas-bermudensis","1","9.333333333333334","0","3","Amastigomonas order incertae sedis","Amastigomonas-bermudensis","0","Apusozoa","0","2","0.83","22","false","0","Amastigomonas-bermudensis","Amastigomonas bermudensis","2678","Apusozoa superkingdom incertae sedis","0.5625","0"
"0.011190302814358233","4.333333333333333","0.17378706588208134","Chlorarachniophyta","0.23076923076923078","0.22727272727272727","12","8","NA","NA","false","Rhizaria","Chlorarachniophyta","Chlorarachniophyta","0","5.166666666666667","0","12","NA","Chlorarachniophyta","0","Cercozoa","0","12","0.8666666666666667","33","false","0","Chlorarachniophyta","NA","25684","SAR","0.20833333333333334","0"
"0.059967922482324056","5.657407407407407","0.002834083094667825","Cercomonadidae class incertae sedis","0.176759410801964","0.75","16","14","Cercomonadidae","Cercomonas","false","Rhizaria","Cercomonas","Cercomonas","0","17.6875","0","16","Cercomonadidae order incertae sedis","Cercomonas","0","Cercozoa","2","16","0.8137037037037037","49","false","0","Cercomonas","NA","266","SAR","0.4654605263157895","0"
"0.408045977719888","4.962962962962963","0.10465486754488605","Novel Clade 2","0.20149253731343283","0.4766666666666667","25","13","NA","NA","false","Rhizaria","Novel-Clade-2","Novel-Clade-2","0","14.4","0","25","NA","Novel-Clade-2","0","Cercozoa","0","25","0.8414814814814815","52","false","0","Novel-Clade-2","NA","19070","SAR","0.36","0"
"0.15902685235555952","4.981481481481482","0.06438277292302454","Labyrinthulomycetes","0.2007434944237918","0.5072463768115942","24","13","Thraustochytriaceae","Labyrinthuloides","false","Stramenopiles","Labyrinthuloides","Labyrinthuloides","0","14.625","0","24","Thraustochytriaceae order incertae sedis","Labyrinthuloides","0","Labyrinthulomycetes phylum incertae sedis","1","24","0.8407407407407408","51","false","0","Labyrinthuloides","NA","10020","SAR","0.365625","0"
"0.07721811921106235","5.87962962962963","0.0","NA","0.1700787401574803","1.0","4","14","NA","NA","false","Alveolata","Apicomplexa","Apicomplexa","0","20.0","0","4","NA","Apicomplexa","0","Apicomplexa","0","4","0.8048148148148148","52","false","0","Apicomplexa","NA","0","SAR","0.6666666666666666","0"
"0.01343487793515004","6.722222222222222","0.0","Metromonadea","0.1487603305785124","1.0","2","15","NA","NA","false","Rhizaria","Metromonadea","Metromonadea","0","7.0","0","2","NA","Metromonadea","0","Cercozoa","0","2","0.7711111111111112","42","false","0","Metromonadea","NA","0","SAR","0.5833333333333334","0"
"0.011859361560862008","6.722222222222222","0.0","Labyrinthulomycetes","0.1487603305785124","1.0","2","15","NA","NA","false","Stramenopiles","D52","D52","0","7.0","0","2","D52","D52","0","Labyrinthulomycetes phylum incertae sedis","0","2","0.7711111111111112","45","false","0","D52","NA","0","SAR","0.5833333333333334","0"
"0.3241598874941502","4.277777777777778","0.3151869158878508","Labyrinthulomycetes","0.23376623376623376","0.15833333333333333","16","8","NA","NA","false","Stramenopiles","TAGIRI-17","TAGIRI-17","0","4.5","0","16","TAGIRI-17","TAGIRI-17","0","Labyrinthulomycetes phylum incertae sedis","0","16","0.8688888888888888","51","false","0","TAGIRI-17","NA","49334","SAR","0.17708333333333334","0"
"0.006834725562048718","4.342592592592593","0.13343284873658706","NA","0.2302771855010661","0.25757575757575757","12","8","NA","NA","false","Centrohelida","Centrohelea","Centrohelea","0","5.25","0","12","NA","Centrohelea","0","Centrohelea","0","12","0.8662962962962963","27","false","0","Centrohelea","NA","23650","Hacrobia","0.2152777777777778","0"
